,res_95,res_92,res_0,das_95,das_92,das_0,sel_yet_95,sel_yet_92,sel_yet_0,vol_97,vol_93,vol_0,lft_95,lft_92,lft_0,lft_tom_95,lft_tom_92,lft_tom_0,date,qtt_yet_98_td1,qtt_yet_98_td2,qtt_yet_98_td3,qtt_yet_92_td1,qtt_yet_92_td2,qtt_yet_92_td3,qtt_yet_95_td1,qtt_yet_95_td2,qtt_yet_95_td3,qtt_yet_0_td1,qtt_yet_0_td2,qtt_yet_0_td3,qtt_98_td1,qtt_98_td2,qtt_98_td3,qtt_92_td1,qtt_92_td2,qtt_92_td3,qtt_95_td1,qtt_95_td2,qtt_95_td3,qtt_0_td1,qtt_0_td2,qtt_0_td3,sta,note
1,17.19851851851852,13.065185185185186,24.233050847457626,5.286209956802532,2.1206566374703573,8.303206921394402,2.7710814814814815,9.673977777777779,2.611406779661017,20.0,20.0,45.0,5.572562962962962,6.608792592592593,23.37835593220339,8.343644444444443,16.282770370370372,25.989762711864408,2019-12-31,,,,,10.0,,,,,,,,,,,,,13.0,,,,,,,惠安黄塘站,
2,5.865925925925926,3.788148148148148,10.10677966101695,8.323073796944849,2.010973365599664,5.081983096151325,1.2394370370370371,8.07477037037037,1.4869745762711866,13.0,20.0,22.5,1.3735111111111111,9.286622222222222,13.880194915254238,2.6129481481481482,17.361392592592594,15.367169491525425,2019-12-31,,,,15.0,,,7.0,,,,,,,,,,,13.0,,,,,,,惠安张坂站,
3,11.692592592592593,31.88074074074074,16.434745762711863,8.979498297587522,6.731923358098573,11.867390028900687,1.018162962962963,4.356962962962963,1.1699915254237288,20.0,40.0,22.5,9.32557037037037,12.476222222222223,7.235245762711866,10.343733333333333,16.833185185185187,8.405237288135595,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,惠安后塘站,
4,18.634074074074075,15.045925925925927,11.899152542372882,13.07805818225622,2.648094398651269,3.580806720179689,1.2298518518518518,4.718837037037037,2.610906779661017,20.0,20.0,22.5,2.595777777777777,9.67291111111111,13.211754237288135,3.8256296296296286,14.391748148148148,15.822661016949152,2019-12-31,,,,,,,,,,,,,,,,,,11.0,,,,,,,惠安前塘站,
5,15.12,17.688148148148148,22.76101694915254,5.594383693061375,1.711133904088083,5.4207816708527,2.2468962962962964,8.846851851851852,3.7284322033898305,22.0,27.0,25.0,9.126896296296298,18.158703703703704,5.96741525423729,11.373792592592594,27.005555555555556,9.69584745762712,2019-12-31,,,,,,,,,,,,,,,,16.0,,,,,,,,,洛江河市站,95库存10000以下。柴油库存14000配送
6,15.917777777777777,9.368148148148148,23.372033898305084,13.901721141447553,4.1833913043478255,31.996353691886966,1.3212592592592594,4.2592592592592595,0.6507627118644067,20.0,20.0,46.0,0.403481481481482,3.891111111111112,23.278728813559322,1.7247407407407414,8.150370370370371,23.929491525423728,2019-12-31,,,,,,11.0,,,5.0,,,,,,,,,,,,,,,,惠安斗尾港,柴油保持在40000升左右
7,18.32814814814815,15.891111111111112,15.50677966101695,18.42683507072105,5.088991300072617,30.18677933975675,0.8562592592592593,2.621562962962963,0.42922033898305084,20.0,20.0,27.0,2.5281111111111105,6.730451851851852,11.922440677966101,3.3843703703703696,9.352014814814815,12.351661016949151,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,惠安山霞南站,
8,17.94962962962963,14.617037037037036,25.908474576271185,15.366506271666259,6.387426889701156,32.76511774425543,1.0021555555555557,2.985088888888889,0.712906779661017,20.0,20.0,46.0,3.0525259259259254,1.3680518518518525,20.804432203389833,4.054681481481481,4.353140740740741,21.517338983050852,2019-12-31,,,,,,7.0,,,,,,,,,,,,,,,,,,,惠安通港路站,
9,13.834814814814814,20.82,17.33050847457627,12.772905627473339,4.821117568066803,7.988183296310714,0.8834962962962963,3.789577777777778,1.8502966101694915,20.0,40.0,22.5,7.0486814814814815,22.96957777777778,7.019788135593222,7.9321777777777775,26.75915555555556,8.870084745762714,2019-12-31,,,,,,,,,,,,,,,,,,24.0,,,,,,,惠安美仁站,
10,12.800740740740741,30.474814814814813,22.39322033898305,22.52176743429083,7.751836764908485,2.4240962308745893,0.4551481481481482,3.602348148148148,8.185822033898306,20.0,40.0,22.5,7.654407407407407,13.127533333333336,8.292601694915257,8.109555555555556,16.729881481481485,16.478423728813564,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,惠安后建站,
